S.NO,NAME,RNO,EMAIL,DEPT,YEAR,CURR_SEM,MENTOR,MENTOR_EMAIL,SEM1,SEM2,SEM3,SEM4,SEM5,SEM6,SEM7,SEM8,INTERNAL_MARKS,TOTAL_DAYS_CURR,ATTENDED_DAYS_CURR,PREV_ATTENDANCE_PERC,BEHAVIOR_SCORE_10,computed_features,performance_label,risk_label,dropout_label,performance_overall,risk_score,dropout_score,23G31A1001,Arjun Menon,CSE,1,2,avg_marks=78;attendance=85;behavior=8.5,high,low,low.1,82.4,18.6,15.2,reg_number,student_id,name,email,department,year,semester,mentor_name,mentor_email,sem1,sem2,sem3,sem4,sem5,sem6,sem7,sem8,age,total_marks,attendance,cgpa,backlog_count,AGE
850.0,Rajesh Sharma,25G31A4513,rajesh.sharma723@gmail.com,ECE,3.0,5.0,Dr. Suresh Iyer,dr..suresh.iyer64@gmail.com,68.0,45.0,85.0,62.0,,0.0,0.0,0.0,10.0,89.0,72.0,45.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851.0,Swati Sinha,25G31A9057,swati.sinha884@gmail.com,EEE,3.0,6.0,Prof. Kavya Pillai,prof..kavya.pillai16@gmail.com,41.0,52.0,81.0,75.0,81.0,0.0,0.0,0.0,25.0,108.0,108.0,81.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852.0,Aryan Singh,25G31A2462,aryan.singh222@gmail.com,MECH,3.0,5.0,Prof. Anjali Menon,prof..anjali.menon73@gmail.com,66.0,41.0,72.0,79.0,,0.0,0.0,0.0,23.0,99.0,52.0,48.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853.0,Zara Bhatnagar,25G31A1907,zara.bhatnagar634@gmail.com,CIVIL,3.0,6.0,Dr. Vikram Reddy,dr..vikram.reddy65@gmail.com,76.0,51.0,82.0,78.0,60.0,0.0,0.0,0.0,23.0,88.0,73.0,70.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854.0,Ananya Singh,25G31A7611,ananya.singh180@gmail.com,CSE(AI),3.0,6.0,Dr. Rohan Kapoor,dr..rohan.kapoor84@gmail.com,81.0,81.0,67.0,53.0,84.0,0.0,0.0,0.0,15.0,116.0,116.0,94.0,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855.0,Kriti Dasgupta,25G31A6979,kriti.dasgupta802@gmail.com,CSE,3.0,5.0,Dr. Rajesh Kumar,dr..rajesh.kumar93@gmail.com,89.0,44.0,77.0,65.0,,0.0,0.0,0.0,25.0,120.0,116.01,66.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856.0,Vikram Dasgupta,25G31B5086,vikram.dasgupta126@gmail.com,CDS,3.0,5.0,Prof. Ritika Malhotra,prof..ritika.malhotra87@gmail.com,75.0,73.0,88.0,52.0,,0.0,0.0,0.0,16.0,99.0,68.0,68.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857.0,Pari Rao,25G31B5238,pari.rao460@gmail.com,ECE,3.0,5.0,Dr. Rohan Kapoor,dr..rohan.kapoor52@gmail.com,72.0,45.0,71.0,75.0,,0.0,0.0,0.0,14.0,105.0,98.0,76.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858.0,Tanvi Patel,25G31B8417,tanvi.patel929@gmail.com,EEE,3.0,5.0,Dr. Sanjay Joshi,dr..sanjay.joshi17@gmail.com,85.0,83.0,92.0,43.0,,0.0,0.0,0.0,23.0,118.0,48.0,71.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859.0,Sneha Pillai,25G31A8072,sneha.pillai850@gmail.com,MECH,3.0,5.0,Prof. Priya Sharma,prof..priya.sharma11@gmail.com,80.0,89.0,99.0,63.0,,0.0,0.0,0.0,29.0,119.0,84.0,76.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860.0,Pari Verma,25G31A7168,pari.verma505@gmail.com,CIVIL,3.0,6.0,Dr. Sanjay Joshi,dr..sanjay.joshi95@gmail.com,81.0,50.0,71.0,81.0,75.0,0.0,0.0,0.0,16.0,91.0,82.0,47.0,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861.0,Vivek Bhatnagar,25G31A6171,vivek.bhatnagar300@gmail.com,CSE(AI),3.0,6.0,Prof. Divya Srivastava,prof..divya.srivastava42@gmail.com,84.0,69.0,99.0,83.0,83.0,0.0,0.0,0.0,17.0,85.0,78.0,67.0,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862.0,Arjun Pillai,25G31B8550,arjun.pillai521@gmail.com,CSE,3.0,5.0,Dr. Vikram Reddy,dr..vikram.reddy47@gmail.com,59.0,67.0,56.0,99.0,,0.0,0.0,0.0,10.0,120.0,93.0,50.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863.0,Amit Bhat,25G31A5323,amit.bhat569@gmail.com,CDS,3.0,5.0,Prof. Meera Desai,prof..meera.desai49@gmail.com,71.0,56.0,75.0,73.0,,0.0,0.0,0.0,25.0,113.0,96.0,48.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864.0,Nikhil Reddy,25G31A8278,nikhil.reddy518@gmail.com,ECE,3.0,6.0,Prof. Shreya Nair,prof..shreya.nair33@gmail.com,68.0,66.0,73.0,41.0,98.0,0.0,0.0,0.0,18.0,91.0,70.0,68.0,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865.0,Zara Dasgupta,25G31B6510,zara.dasgupta158@gmail.com,EEE,3.0,5.0,Dr. Suresh Iyer,dr..suresh.iyer50@gmail.com,76.0,51.0,90.0,76.0,,0.0,0.0,0.0,20.0,101.0,57.0,40.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866.0,Nisha Srivastava,25G31B3633,nisha.srivastava921@gmail.com,MECH,3.0,5.0,Dr. Suresh Iyer,dr..suresh.iyer18@gmail.com,96.0,65.0,83.0,79.0,,0.0,0.0,0.0,22.0,99.0,57.0,57.0,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867.0,Nikhil Srivastava,25G31B6192,nikhil.srivastava658@gmail.com,CIVIL,3.0,6.0,Prof. Divya Srivastava,prof..divya.srivastava29@gmail.com,68.0,89.0,61.0,78.0,74.0,0.0,0.0,0.0,29.0,106.0,84.0,43.0,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868.0,Amit Bhatnagar,25G31B9842,amit.bhatnagar244@gmail.com,CSE(AI),3.0,5.0,Dr. Rajesh Kumar,dr..rajesh.kumar31@gmail.com,43.0,80.0,88.0,86.0,,0.0,0.0,0.0,16.0,114.0,102.0,58.0,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869.0,Pooja Bajaj,25G31A5434,pooja.bajaj758@gmail.com,CSE,3.0,5.0,Dr. Sanjay Joshi,dr..sanjay.joshi45@gmail.com,64.0,68.0,85.0,94.0,,0.0,0.0,0.0,23.0,113.0,92.0,87.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870.0,Priya Kapoor,25G31A1270,priya.kapoor435@gmail.com,CDS,3.0,5.0,Dr. Sanjay Joshi,dr..sanjay.joshi56@gmail.com,64.0,78.0,78.0,64.0,,0.0,0.0,0.0,23.0,82.0,70.0,40.0,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871.0,Aisha Dasgupta,25G31B5565,aisha.dasgupta290@gmail.com,ECE,3.0,6.0,Dr. Rajesh Kumar,dr..rajesh.kumar78@gmail.com,56.0,58.0,69.0,59.0,75.0,0.0,0.0,0.0,18.0,114.0,89.0,57.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872.0,Priya Saxena,25G31A3604,priya.saxena130@gmail.com,EEE,3.0,5.0,Dr. Suresh Iyer,dr..suresh.iyer23@gmail.com,80.0,48.0,84.0,57.0,,0.0,0.0,0.0,29.0,117.0,85.0,84.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873.0,Aarav Bhat,25G31B8590,aarav.bhat621@gmail.com,MECH,3.0,6.0,Dr. Sanjay Joshi,dr..sanjay.joshi63@gmail.com,51.0,52.0,80.0,64.0,88.0,0.0,0.0,0.0,15.0,97.0,93.0,62.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874.0,Esha Gupta,25G31B6089,esha.gupta678@gmail.com,CIVIL,3.0,5.0,Prof. Kavya Pillai,prof..kavya.pillai18@gmail.com,78.0,48.0,49.0,52.0,,0.0,0.0,0.0,29.0,83.0,81.0,86.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875.0,Sakshi Das,25G31A2408,sakshi.das404@gmail.com,CSE(AI),3.0,5.0,Prof. Priya Sharma,prof..priya.sharma25@gmail.com,63.0,72.0,78.0,80.0,,0.0,0.0,0.0,11.0,118.0,90.0,94.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876.0,Karthik Srivastava,25G31B4893,karthik.srivastava934@gmail.com,CSE,3.0,5.0,Dr. Vikram Reddy,dr..vikram.reddy23@gmail.com,66.0,84.0,84.0,83.0,,0.0,0.0,0.0,16.0,85.0,71.0,94.0,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877.0,Ritika Bajaj,25G31A2222,ritika.bajaj506@gmail.com,CDS,3.0,6.0,Dr. Suresh Iyer,dr..suresh.iyer34@gmail.com,98.0,66.0,76.0,62.0,90.0,0.0,0.0,0.0,26.0,112.0,83.0,88.0,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878.0,Harsha Nair,25G31A2507,harsha.nair613@gmail.com,ECE,3.0,6.0,Prof. Divya Srivastava,prof..divya.srivastava12@gmail.com,74.0,52.0,80.0,68.0,82.0,0.0,0.0,0.0,29.0,110.0,60.0,90.0,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879.0,Ravi Malhotra,25G31B8316,ravi.malhotra196@gmail.com,EEE,3.0,5.0,Prof. Divya Srivastava,prof..divya.srivastava61@gmail.com,58.0,40.0,65.0,74.0,,0.0,0.0,0.0,26.0,103.0,73.0,62.0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880.0,Varun Singh,25G31B1983,varun.singh548@gmail.com,MECH,3.0,5.0,Prof. Meera Desai,prof..meera.desai32@gmail.com,60.0,70.0,56.0,82.0,,0.0,0.0,0.0,28.0,94.0,67.0,87.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881.0,Aryan Reddy,25G31A5869,aryan.reddy735@gmail.com,CIVIL,3.0,6.0,Dr. Rohan Kapoor,dr..rohan.kapoor31@gmail.com,77.0,79.0,61.0,52.0,96.0,0.0,0.0,0.0,10.0,83.0,66.0,82.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882.0,Priya Pillai,25G31A6924,priya.pillai764@gmail.com,CSE(AI),3.0,6.0,Prof. Anjali Menon,prof..anjali.menon87@gmail.com,68.0,93.0,78.0,75.0,71.0,0.0,0.0,0.0,10.0,113.0,98.0,71.0,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883.0,Diya Chatterjee,25G31B5408,diya.chatterjee560@gmail.com,CSE,3.0,6.0,Prof. Isha Mishra,prof..isha.mishra97@gmail.com,60.0,99.0,62.0,71.0,65.0,0.0,0.0,0.0,11.0,84.0,62.0,58.0,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884.0,Isha Kapoor,25G31B9034,isha.kapoor845@gmail.com,CDS,3.0,6.0,Prof. Isha Mishra,prof..isha.mishra64@gmail.com,53.0,93.0,83.0,81.0,73.0,0.0,0.0,0.0,27.0,99.0,97.0,64.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885.0,Ananya Menon,25G31A8169,ananya.menon898@gmail.com,ECE,3.0,5.0,Dr. Rajesh Kumar,dr..rajesh.kumar81@gmail.com,64.0,69.0,85.0,67.0,,0.0,0.0,0.0,26.0,98.0,39.0,64.0,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886.0,Harish Desai,25G31A2496,harish.desai650@gmail.com,EEE,3.0,6.0,Dr. Suresh Iyer,dr..suresh.iyer82@gmail.com,71.0,60.0,75.0,73.0,73.0,0.0,0.0,0.0,16.0,90.0,58.0,70.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887.0,Rahul Bansal,25G31A1531,rahul.bansal412@gmail.com,MECH,3.0,6.0,Prof. Kavya Pillai,prof..kavya.pillai61@gmail.com,96.0,98.0,91.0,94.0,89.0,0.0,0.0,0.0,29.0,103.0,98.0,52.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888.0,Vishal Das,25G31A7573,vishal.das742@gmail.com,CIVIL,3.0,5.0,Dr. Suresh Iyer,dr..suresh.iyer63@gmail.com,64.0,46.0,99.0,90.0,,0.0,0.0,0.0,29.0,95.0,70.0,56.0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889.0,Arjun Mishra,25G31A8921,arjun.mishra800@gmail.com,CSE(AI),3.0,5.0,Dr. Nitin Verma,dr..nitin.verma40@gmail.com,86.0,97.0,52.0,81.0,,0.0,0.0,0.0,22.0,95.0,81.0,65.0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890.0,Rajesh Chatterjee,25G31A5312,rajesh.chatterjee788@gmail.com,CSE,3.0,5.0,Dr. Sanjay Joshi,dr..sanjay.joshi20@gmail.com,51.0,93.0,80.0,69.0,,0.0,0.0,0.0,18.0,108.0,90.0,77.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891.0,Maya Das,25G31A7706,maya.das412@gmail.com,CDS,3.0,5.0,Prof. Kavya Pillai,prof..kavya.pillai49@gmail.com,68.0,85.0,75.0,74.0,,0.0,0.0,0.0,27.0,94.0,68.0,70.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892.0,Neha Singh,25G31B8110,neha.singh337@gmail.com,ECE,3.0,6.0,Prof. Anjali Menon,prof..anjali.menon42@gmail.com,74.0,67.0,72.0,77.0,70.0,0.0,0.0,0.0,13.0,120.0,96.0,82.0,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893.0,Sneha Bansal,25G31A5336,sneha.bansal560@gmail.com,EEE,3.0,6.0,Dr. Suresh Iyer,dr..suresh.iyer72@gmail.com,46.0,45.0,69.0,45.0,86.0,0.0,0.0,0.0,27.0,120.0,57.0,94.0,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894.0,Pari Malhotra,25G31A9413,pari.malhotra331@gmail.com,MECH,3.0,6.0,Dr. Rajesh Kumar,dr..rajesh.kumar31@gmail.com,72.0,82.0,64.0,91.0,83.0,0.0,0.0,0.0,19.0,93.0,73.0,59.0,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895.0,Varun Sinha,25G31B3370,varun.sinha275@gmail.com,CIVIL,3.0,6.0,Prof. Kavya Pillai,prof..kavya.pillai65@gmail.com,61.0,81.0,75.0,67.0,61.0,0.0,0.0,0.0,10.0,104.0,54.0,87.0,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896.0,Pooja Bhat,25G31B1234,pooja.bhat701@gmail.com,CSE(AI),3.0,6.0,Dr. Suresh Iyer,dr..suresh.iyer52@gmail.com,99.0,77.0,76.0,69.0,84.0,0.0,0.0,0.0,20.0,96.0,64.0,63.0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897.0,Kriti Iyer,25G31A4198,kriti.iyer683@gmail.com,CSE,3.0,5.0,Prof. Meera Desai,prof..meera.desai62@gmail.com,80.0,59.0,73.0,68.0,,0.0,0.0,0.0,22.0,85.0,83.0,76.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898.0,Maya Verma,25G31B6719,maya.verma681@gmail.com,CDS,3.0,5.0,Prof. Anjali Menon,prof..anjali.menon99@gmail.com,72.0,96.0,72.0,53.0,,0.0,0.0,0.0,20.0,104.0,98.0,60.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899.0,Rahul Chatterjee,25G31B4373,rahul.chatterjee201@gmail.com,ECE,3.0,5.0,Dr. Suresh Iyer,dr..suresh.iyer99@gmail.com,41.0,66.0,57.0,52.0,,0.0,0.0,0.0,11.0,105.0,58.0,75.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900.0,Deepak Bajaj,25G31A9568,deepak.bajaj937@gmail.com,EEE,3.0,5.0,Dr. Rajesh Kumar,dr..rajesh.kumar57@gmail.com,64.0,74.0,65.0,60.0,,0.0,0.0,0.0,21.0,116.0,53.0,72.0,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901.0,Esha Gupta,25G31A3310,esha.gupta649@gmail.com,MECH,3.0,6.0,Dr. Sanjay Joshi,dr..sanjay.joshi31@gmail.com,90.0,58.0,71.0,62.0,71.0,0.0,0.0,0.0,14.0,118.0,95.0,76.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902.0,Nikhil Bhat,25G31A8769,nikhil.bhat764@gmail.com,CIVIL,3.0,6.0,Prof. Shreya Nair,prof..shreya.nair73@gmail.com,78.0,87.0,74.0,84.0,40.0,0.0,0.0,0.0,18.0,109.0,92.0,77.0,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903.0,Deepak Patel,25G31A2938,deepak.patel407@gmail.com,CSE(AI),3.0,6.0,Dr. Sanjay Joshi,dr..sanjay.joshi42@gmail.com,45.0,78.0,92.0,61.0,73.0,0.0,0.0,0.0,15.0,82.0,69.0,74.0,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904.0,Amit Chopra,25G31B9755,amit.chopra637@gmail.com,CSE,3.0,5.0,Prof. Meera Desai,prof..meera.desai92@gmail.com,64.0,96.0,80.0,81.0,,0.0,0.0,0.0,16.0,108.0,44.0,55.0,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905.0,Anjali Bhat,25G31A3890,anjali.bhat505@gmail.com,CDS,3.0,5.0,Prof. Shreya Nair,prof..shreya.nair29@gmail.com,82.0,62.0,41.0,92.0,,0.0,0.0,0.0,17.0,116.0,90.0,83.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906.0,Pooja Desai,25G31A2278,pooja.desai876@gmail.com,ECE,3.0,5.0,Dr. Nitin Verma,dr..nitin.verma78@gmail.com,49.0,92.0,50.0,60.0,,0.0,0.0,0.0,28.0,93.0,61.0,41.0,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907.0,Vinod Bajaj,25G31B7318,vinod.bajaj117@gmail.com,EEE,3.0,6.0,Dr. Harish Rao,dr..harish.rao42@gmail.com,66.0,82.0,59.0,56.0,47.0,0.0,0.0,0.0,27.0,95.0,64.0,86.0,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908.0,Aarav Kapoor,25G31A8357,aarav.kapoor297@gmail.com,MECH,3.0,6.0,Dr. Harish Rao,dr..harish.rao94@gmail.com,98.0,59.0,57.0,69.0,85.0,0.0,0.0,0.0,15.0,103.0,103.0,47.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909.0,Sandeep Patel,25G31A1160,sandeep.patel393@gmail.com,CIVIL,3.0,5.0,Prof. Shreya Nair,prof..shreya.nair14@gmail.com,83.0,89.0,51.0,74.0,,0.0,0.0,0.0,22.0,120.0,89.0,57.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910.0,Celina Kapoor,25G31A9997,celina.kapoor366@gmail.com,CSE(AI),3.0,6.0,Dr. Harish Rao,dr..harish.rao84@gmail.com,64.0,42.0,99.0,94.0,63.0,0.0,0.0,0.0,19.0,117.0,113.0,89.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911.0,Kavya Dutta,25G31A9402,kavya.dutta928@gmail.com,CSE,3.0,5.0,Dr. Rajesh Kumar,dr..rajesh.kumar11@gmail.com,51.0,56.0,52.0,42.0,,0.0,0.0,0.0,19.0,103.0,75.0,44.0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912.0,Nisha Menon,25G31B8597,nisha.menon490@gmail.com,CDS,3.0,5.0,Prof. Divya Srivastava,prof..divya.srivastava13@gmail.com,72.0,80.0,71.0,63.0,,0.0,0.0,0.0,22.0,95.0,57.0,73.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913.0,Ananya Menon,25G31B7884,ananya.menon609@gmail.com,ECE,3.0,5.0,Dr. Vikram Reddy,dr..vikram.reddy67@gmail.com,99.0,73.0,44.0,62.0,,0.0,0.0,0.0,24.0,84.0,77.0,71.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914.0,Tanvi Iyer,25G31A4343,tanvi.iyer487@gmail.com,EEE,3.0,6.0,Dr. Nitin Verma,dr..nitin.verma30@gmail.com,64.0,92.0,73.0,70.0,80.0,0.0,0.0,0.0,29.0,113.0,111.0,77.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915.0,Mohan Chopra,25G31B5162,mohan.chopra896@gmail.com,MECH,3.0,5.0,Prof. Ritika Malhotra,prof..ritika.malhotra40@gmail.com,72.0,56.0,88.0,74.0,,0.0,0.0,0.0,14.0,113.0,99.0,88.0,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916.0,Ajay Agarwal,25G31B4473,ajay.agarwal737@gmail.com,CIVIL,3.0,6.0,Dr. Suresh Iyer,dr..suresh.iyer73@gmail.com,67.0,97.0,76.0,80.0,80.0,0.0,0.0,0.0,27.0,100.0,90.0,81.0,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917.0,Arjun Reddy,25G31B1019,arjun.reddy214@gmail.com,CSE(AI),3.0,6.0,Dr. Nitin Verma,dr..nitin.verma89@gmail.com,64.0,78.0,62.0,75.0,93.0,0.0,0.0,0.0,30.0,94.0,84.0,45.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918.0,Karthik Bhatnagar,25G31A3641,karthik.bhatnagar739@gmail.com,CSE,3.0,6.0,Dr. Suresh Iyer,dr..suresh.iyer48@gmail.com,84.0,62.0,90.0,76.0,58.0,0.0,0.0,0.0,20.0,107.0,87.0,46.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.0,Rajesh Saxena,25G31A5816,rajesh.saxena139@gmail.com,CDS,3.0,6.0,Prof. Shreya Nair,prof..shreya.nair44@gmail.com,74.0,68.0,81.0,64.0,67.0,0.0,0.0,0.0,10.0,111.0,99.0,71.0,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920.0,Bhavna Chopra,25G31B5764,bhavna.chopra864@gmail.com,ECE,3.0,6.0,Prof. Ritika Malhotra,prof..ritika.malhotra58@gmail.com,61.0,83.0,75.0,77.0,72.0,0.0,0.0,0.0,15.0,104.0,42.0,89.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921.0,Nisha Bajaj,26G31A1131,nisha.bajaj801@gmail.com,EEE,4.0,8.0,Dr. Rajesh Kumar,dr..rajesh.kumar91@gmail.com,76.0,78.0,90.0,42.0,75.0,72.2,85.0,,29.0,86.0,73.0,92.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922.0,Divya Mishra,26G31A6680,divya.mishra526@gmail.com,MECH,4.0,7.0,Dr. Nitin Verma,dr..nitin.verma57@gmail.com,61.0,70.0,95.0,66.0,81.0,74.6,,0.0,23.0,99.0,84.0,73.0,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923.0,Harsha Desai,26G31B5774,harsha.desai639@gmail.com,CIVIL,4.0,8.0,Dr. Rohan Kapoor,dr..rohan.kapoor87@gmail.com,63.0,92.0,91.0,49.0,82.0,75.4,79.0,,20.0,88.0,62.0,86.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924.0,Vikram Chatterjee,26G31A5723,vikram.chatterjee768@gmail.com,CSE(AI),4.0,7.0,Prof. Shreya Nair,prof..shreya.nair93@gmail.com,77.0,82.0,72.0,99.0,98.0,81.8,,0.0,28.0,89.0,87.0,52.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925.0,Sneha Kumar,26G31B3355,sneha.kumar733@gmail.com,CSE,4.0,7.0,Prof. Divya Srivastava,prof..divya.srivastava50@gmail.com,74.0,80.0,72.0,83.0,97.0,81.2,,0.0,22.0,83.0,72.0,75.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926.0,Ritika Chatterjee,26G31B8499,ritika.chatterjee662@gmail.com,CDS,4.0,8.0,Prof. Priya Sharma,prof..priya.sharma37@gmail.com,80.0,86.0,61.0,93.0,71.0,78.2,62.0,,11.0,94.0,63.0,50.0,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.0,Swati Sharma,26G31B4164,swati.sharma362@gmail.com,ECE,4.0,8.0,Dr. Anil Singh,dr..anil.singh28@gmail.com,57.0,61.0,85.0,78.0,83.0,72.8,82.0,,10.0,99.0,46.0,60.0,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928.0,Avni Dutta,26G31A2483,avni.dutta469@gmail.com,EEE,4.0,8.0,Prof. Meera Desai,prof..meera.desai71@gmail.com,91.0,48.0,74.0,61.0,59.0,66.6,81.0,,13.0,118.0,104.0,63.0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
