S.NO,NAME,RNO,EMAIL,DEPT,YEAR,SEM,CURR_SEM,MENTOR,MENTOR_EMAIL,SEM1,SEM2,SEM3,SEM4,SEM5,SEM7,SEM8,INTERNAL_MARKS,TOTAL_DAYS_CURR,ATTENDED_DAYS_CURR,PREV_ATTENDANCE_PERC,BEHAVIOR_SCORE_10
942,Harish Pillai,26G31A6817,harish.pillai915@gmail.com,EEE,4,4-2,8,Dr. Rohan Kapoor,dr..rohan.kapoor40@gmail.com,56,70,46,49,58,82,,27,85,73,42,2.3
943,Ajay Kumar,26G31B1033,ajay.kumar791@gmail.com,MECH,4,4-1,7,Dr. Sanjay Joshi,dr..sanjay.joshi13@gmail.com,64,89,73,62,64,,,28,95,45,41,6.9
944,Swati Rao,26G31B9259,swati.rao271@gmail.com,CIVIL,4,4-1,7,Prof. Kavya Pillai,prof..kavya.pillai91@gmail.com,65,91,78,59,52,,,23,99,81,80,6.9
945,Ritika Mishra,26G31B9996,ritika.mishra867@gmail.com,CSE(AI),4,4-2,8,Dr. Harish Rao,dr..harish.rao46@gmail.com,84,80,72,77,75,42,,23,118,103,80,7.4
946,Mahesh Sinha,26G31A5324,mahesh.sinha878@gmail.com,CSE,4,4-2,8,Prof. Anjali Menon,prof..anjali.menon66@gmail.com,72,73,51,84,85,66,,11,109,101,66,1.1
947,Priya Menon,26G31A4959,priya.menon167@gmail.com,CDS,4,4-2,8,Prof. Anjali Menon,prof..anjali.menon15@gmail.com,85,81,54,67,81,83,,21,92,43,48,5.7
948,Harsha Srivastava,26G31B3055,harsha.srivastava611@gmail.com,ECE,4,4-2,8,Prof. Isha Mishra,prof..isha.mishra32@gmail.com,61,96,63,42,51,69,,27,120,68,68,1.3
949,Ananya Pillai,26G31B3328,ananya.pillai728@gmail.com,EEE,4,4-1,7,Prof. Priya Sharma,prof..priya.sharma65@gmail.com,99,74,68,76,73,,,24,115,90,95,3.6
950,Anjali Srivastava,26G31A5160,anjali.srivastava351@gmail.com,MECH,4,4-2,8,Prof. Kavya Pillai,prof..kavya.pillai37@gmail.com,47,86,78,41,45,61,,19,97,66,41,4.6
951,Vivek Dutta,26G31A5687,vivek.dutta790@gmail.com,CIVIL,4,4-2,8,Dr. Rohan Kapoor,dr..rohan.kapoor80@gmail.com,86,100,78,73,87,72,,17,100,90,45,3.2
952,Varun Agarwal,26G31A1317,varun.agarwal565@gmail.com,CSE(AI),4,4-2,8,Prof. Anjali Menon,prof..anjali.menon82@gmail.com,42,87,70,66,61,93,,15,81,78,87,4.3
953,Ria Iyer,26G31A4507,ria.iyer292@gmail.com,CSE,4,4-2,8,Prof. Divya Srivastava,prof..divya.srivastava42@gmail.com,79,74,95,55,57,76,,13,91,91,54,3.7
954,Diya Chatterjee,26G31A6553,diya.chatterjee373@gmail.com,CDS,4,4-2,8,Dr. Rohan Kapoor,dr..rohan.kapoor72@gmail.com,70,80,91,97,71,77,,24,83,57,74,4.1
955,Zara Rao,26G31B9767,zara.rao957@gmail.com,ECE,4,4-1,7,Prof. Divya Srivastava,prof..divya.srivastava52@gmail.com,80,88,54,95,74,,,29,97,92,41,4.4
956,Sneha Mishra,26G31B6893,sneha.mishra680@gmail.com,EEE,4,4-2,8,Prof. Isha Mishra,prof..isha.mishra43@gmail.com,84,53,82,74,72,58,,17,100,93,46,8.7
957,Varun Kapoor,26G31A3725,varun.kapoor904@gmail.com,MECH,4,4-2,8,Prof. Priya Sharma,prof..priya.sharma24@gmail.com,68,63,77,40,76,58,,26,91,88,53,6.8
958,Ria Das,26G31B6951,ria.das933@gmail.com,CIVIL,4,4-2,8,Dr. Anil Singh,dr..anil.singh69@gmail.com,61,65,57,68,73,60,,11,107,89,89,7.4
959,Rohan Chatterjee,26G31A7452,rohan.chatterjee147@gmail.com,CSE(AI),4,4-1,7,Dr. Suresh Iyer,dr..suresh.iyer45@gmail.com,56,71,66,60,83,,,18,101,93,62,3.2
960,Rajesh Das,26G31A9280,rajesh.das370@gmail.com,CSE,4,4-2,8,Dr. Rajesh Kumar,dr..rajesh.kumar81@gmail.com,81,83,51,53,73,100,,20,113,58,76,2.4
961,Kavya Bhatnagar,26G31B5430,kavya.bhatnagar192@gmail.com,CDS,4,4-2,8,Prof. Priya Sharma,prof..priya.sharma80@gmail.com,75,76,49,83,67,72,,14,100,75,74,1.6
962,Pooja Gupta,26G31B3858,pooja.gupta940@gmail.com,ECE,4,4-1,7,Dr. Sanjay Joshi,dr..sanjay.joshi21@gmail.com,98,69,69,72,42,,,22,104,74,45,3.1
963,Anjali Dasgupta,26G31B9868,anjali.dasgupta720@gmail.com,EEE,4,4-2,8,Dr. Nitin Verma,dr..nitin.verma67@gmail.com,71,82,47,83,93,66,,18,105,92,73,6.5
964,Sanjay Bhat,26G31B4958,sanjay.bhat677@gmail.com,MECH,4,4-2,8,Dr. Rohan Kapoor,dr..rohan.kapoor57@gmail.com,80,92,54,83,67,81,,23,85,61,49,8.9
965,Aarav Srivastava,26G31B6572,aarav.srivastava560@gmail.com,CIVIL,4,4-2,8,Prof. Anjali Menon,prof..anjali.menon88@gmail.com,89,89,60,56,79,77,,12,90,69,76,6.0
966,Zara Chopra,26G31A6743,zara.chopra519@gmail.com,CSE(AI),4,4-2,8,Dr. Anil Singh,dr..anil.singh91@gmail.com,69,79,72,79,96,76,,26,89,44,68,5.6
967,Rajesh Sinha,26G31A4028,rajesh.sinha153@gmail.com,CSE,4,4-2,8,Dr. Sanjay Joshi,dr..sanjay.joshi99@gmail.com,79,57,68,70,45,81,,15,97,68,93,4.0
968,Nikhil Kumar,26G31B3554,nikhil.kumar272@gmail.com,CDS,4,4-1,7,Dr. Vikram Reddy,dr..vikram.reddy80@gmail.com,71,47,57,94,56,,,10,91,81,84,5.2
969,Sandeep Joshi,26G31B8384,sandeep.joshi807@gmail.com,ECE,4,4-2,8,Dr. Rajesh Kumar,dr..rajesh.kumar28@gmail.com,85,67,80,99,100,84,,12,103,81,45,6.9
970,Varun Chopra,26G31B2761,varun.chopra125@gmail.com,EEE,4,4-1,7,Prof. Priya Sharma,prof..priya.sharma97@gmail.com,70,70,85,66,75,,,12,114,88,42,8.9
971,Amit Srivastava,26G31A7991,amit.srivastava979@gmail.com,MECH,4,4-1,7,Dr. Sanjay Joshi,dr..sanjay.joshi88@gmail.com,79,71,79,61,99,,,20,115,92,43,8.6
972,Sakshi Kapoor,26G31A1155,sakshi.kapoor385@gmail.com,CIVIL,4,4-1,7,Prof. Ritika Malhotra,prof..ritika.malhotra17@gmail.com,94,57,90,79,73,,,26,113,100,43,4.4
973,Siddharth Nair,26G31A8454,siddharth.nair337@gmail.com,CSE(AI),4,4-1,7,Dr. Anil Singh,dr..anil.singh21@gmail.com,84,70,82,43,74,,,24,116,75,58,3.1
974,Ritika Bajaj,26G31B9975,ritika.bajaj793@gmail.com,CSE,4,4-2,8,Prof. Isha Mishra,prof..isha.mishra45@gmail.com,61,76,76,52,62,80,,11,89,63,82,8.6
975,Amit Reddy,26G31B1188,amit.reddy385@gmail.com,CDS,4,4-1,7,Dr. Anil Singh,dr..anil.singh75@gmail.com,72,63,76,75,51,,,13,90,47,61,4.6
976,Zara Rao,26G31B2894,zara.rao429@gmail.com,ECE,4,4-1,7,Prof. Anjali Menon,prof..anjali.menon76@gmail.com,78,100,83,40,72,,,21,108,84,65,8.7
977,Ajay Reddy,26G31A4590,ajay.reddy301@gmail.com,EEE,4,4-2,8,Dr. Rajesh Kumar,dr..rajesh.kumar87@gmail.com,79,62,65,78,56,73,,20,104,82,87,4.4
978,Meera Sharma,26G31B6912,meera.sharma934@gmail.com,MECH,4,4-1,7,Dr. Rajesh Kumar,dr..rajesh.kumar54@gmail.com,72,82,83,78,79,,,25,115,104,79,5.2
979,Tanvi Dutta,26G31A5628,tanvi.dutta136@gmail.com,CIVIL,4,4-1,7,Dr. Suresh Iyer,dr..suresh.iyer65@gmail.com,72,74,78,67,51,,,12,92,88,41,5.9
980,Rohan Mishra,26G31A6061,rohan.mishra279@gmail.com,CSE(AI),4,4-2,8,Dr. Rohan Kapoor,dr..rohan.kapoor15@gmail.com,79,64,79,90,55,92,,24,90,84,95,5.1
981,Harish Bansal,26G31B8039,harish.bansal561@gmail.com,CSE,4,4-1,7,Dr. Anil Singh,dr..anil.singh35@gmail.com,92,48,88,79,77,,,20,93,80,73,4.4
982,Sandeep Rao,26G31A6397,sandeep.rao788@gmail.com,CDS,4,4-2,8,Dr. Rohan Kapoor,dr..rohan.kapoor91@gmail.com,99,81,73,64,92,95,,17,95,62,54,9.4
983,Celina Sharma,26G31A1934,celina.sharma515@gmail.com,ECE,4,4-1,7,Dr. Sanjay Joshi,dr..sanjay.joshi88@gmail.com,58,45,66,53,75,,,22,83,69,93,6.1
984,Vikram Menon,26G31B2830,vikram.menon571@gmail.com,EEE,4,4-2,8,Dr. Sanjay Joshi,dr..sanjay.joshi68@gmail.com,89,47,77,72,79,85,,24,82,56,89,3.6
985,Meera Mishra,26G31B2623,meera.mishra349@gmail.com,MECH,4,4-2,8,Prof. Priya Sharma,prof..priya.sharma73@gmail.com,79,84,81,59,69,60,,17,101,98,89,6.9
986,Aarav Pillai,26G31A7491,aarav.pillai428@gmail.com,CIVIL,4,4-2,8,Dr. Rohan Kapoor,dr..rohan.kapoor22@gmail.com,41,62,82,90,67,83,,28,96,64,61,9.5
987,Vikram Joshi,26G31A6993,vikram.joshi104@gmail.com,CSE(AI),4,4-1,7,Dr. Harish Rao,dr..harish.rao55@gmail.com,82,77,68,55,81,,,18,105,92,43,3.4
988,Esha Pillai,26G31A7160,esha.pillai746@gmail.com,CSE,4,4-2,8,Dr. Rajesh Kumar,dr..rajesh.kumar69@gmail.com,56,83,45,100,84,85,,20,91,59,73,4.0
989,Anjali Singh,26G31A7779,anjali.singh727@gmail.com,CDS,4,4-1,7,Prof. Priya Sharma,prof..priya.sharma36@gmail.com,70,68,81,82,77,,,18,110,93,59,8.1
990,Simran Bhatnagar,26G31B6941,simran.bhatnagar495@gmail.com,ECE,4,4-2,8,Prof. Kavya Pillai,prof..kavya.pillai75@gmail.com,52,63,43,82,42,75,,11,104,53,60,3.3
991,Sakshi Gupta,26G31B4495,sakshi.gupta723@gmail.com,EEE,4,4-2,8,Prof. Shreya Nair,prof..shreya.nair36@gmail.com,76,59,95,82,78,67,,15,96,57,79,2.9
992,Aryan Saxena,26G31A4298,aryan.saxena836@gmail.com,MECH,4,4-1,7,Prof. Priya Sharma,prof..priya.sharma25@gmail.com,47,62,76,52,56,,,16,80,40,90,2.4
993,Simran Joshi,26G31A8199,simran.joshi296@gmail.com,CIVIL,4,4-2,8,Dr. Vikram Reddy,dr..vikram.reddy87@gmail.com,44,82,88,67,66,75,,17,114,87,78,5.9
994,Sakshi Chopra,26G31B3098,sakshi.chopra180@gmail.com,CSE(AI),4,4-2,8,Prof. Shreya Nair,prof..shreya.nair58@gmail.com,52,63,43,53,76,84,,27,90,90,88,8.6
995,Priya Malhotra,26G31A9812,priya.malhotra193@gmail.com,CSE,4,4-2,8,Dr. Anil Singh,dr..anil.singh14@gmail.com,97,54,87,84,62,81,,23,107,94,81,5.8
996,Bhavna Gupta,26G31B1999,bhavna.gupta473@gmail.com,CDS,4,4-2,8,Dr. Vikram Reddy,dr..vikram.reddy85@gmail.com,82,78,95,55,77,53,,24,108,104,70,9.3
997,Vinod Malhotra,26G31A5854,vinod.malhotra110@gmail.com,ECE,4,4-2,8,Prof. Kavya Pillai,prof..kavya.pillai98@gmail.com,71,44,74,97,100,65,,30,99,40,48,8.0
998,Anjali Kumar,26G31A3646,anjali.kumar957@gmail.com,EEE,4,4-2,8,Dr. Anil Singh,dr..anil.singh97@gmail.com,59,48,78,85,82,73,,15,104,43,47,5.0
999,Kavya Kumar,26G31B4275,kavya.kumar224@gmail.com,MECH,4,4-1,7,Prof. Priya Sharma,prof..priya.sharma54@gmail.com,57,98,53,61,65,,,18,103,103,94,6.0
1000,Siddharth Rao,26G31A4657,siddharth.rao874@gmail.com,CIVIL,4,4-1,7,Prof. Priya Sharma,prof..priya.sharma78@gmail.com,97,77,49,85,63,,,16,99,69,45,2.6
1001,Kavya Mishra,23G31B5221,kavya.mishra183@gmail.com,CSE(AI),1,1-1,1,Prof. Divya Srivastava,prof..divya.srivastava53@gmail.com,,,,,,,,12,110,53,91,2.1
1002,Swati Das,23G31A2091,swati.das238@gmail.com,CSE,1,1-1,1,Dr. Harish Rao,dr..harish.rao29@gmail.com,,,,,,,,23,84,73,84,1.5
1003,Arjun Gupta,23G31B5126,arjun.gupta465@gmail.com,CDS,1,1-2,2,Dr. Nitin Verma,dr..nitin.verma22@gmail.com,50,,,,,,,20,104,104,82,5.8
1004,Rajesh Bajaj,23G31B1980,rajesh.bajaj604@gmail.com,ECE,1,1-2,2,Prof. Isha Mishra,prof..isha.mishra36@gmail.com,68,,,,,,,10,95,80,67,3.6
1005,Siddharth Verma,23G31B3350,siddharth.verma698@gmail.com,EEE,1,1-1,1,Dr. Rohan Kapoor,dr..rohan.kapoor80@gmail.com,,,,,,,,27,104,57,79,9.1
1006,Kriti Das,23G31B6214,kriti.das408@gmail.com,MECH,1,1-1,1,Prof. Shreya Nair,prof..shreya.nair33@gmail.com,,,,,,,,29,97,41,40,6.6
1007,Sakshi Agarwal,23G31B5560,sakshi.agarwal565@gmail.com,CIVIL,1,1-2,2,Dr. Rohan Kapoor,dr..rohan.kapoor35@gmail.com,59,,,,,,,30,120,99,54,5.4
1008,Kumar Kumar,23G31B8857,kumar.kumar197@gmail.com,CSE(AI),1,1-1,1,Prof. Shreya Nair,prof..shreya.nair88@gmail.com,,,,,,,,12,85,38,65,8.2
1009,Priya Sharma,23G31B7371,priya.sharma765@gmail.com,CSE,1,1-2,2,Dr. Harish Rao,dr..harish.rao58@gmail.com,88,,,,,,,26,81,45,54,3.9
1010,Ashok Dasgupta,23G31A7418,ashok.dasgupta632@gmail.com,CDS,1,1-2,2,Dr. Rajesh Kumar,dr..rajesh.kumar97@gmail.com,84,,,,,,,30,109,93,54,9.2
1011,Pooja Dasgupta,23G31A2013,pooja.dasgupta150@gmail.com,ECE,1,1-2,2,Dr. Anil Singh,dr..anil.singh89@gmail.com,75,,,,,,,20,108,103,77,1.5
1012,Aryan Verma,23G31B7190,aryan.verma679@gmail.com,EEE,1,1-1,1,Prof. Priya Sharma,prof..priya.sharma59@gmail.com,,,,,,,,22,83,41,45,8.5
1013,Kumar Verma,23G31B4607,kumar.verma108@gmail.com,MECH,1,1-1,1,Prof. Kavya Pillai,prof..kavya.pillai51@gmail.com,,,,,,,,12,117,112,78,6.2
1014,Rahul Das,23G31A4976,rahul.das184@gmail.com,CIVIL,1,1-2,2,Dr. Rajesh Kumar,dr..rajesh.kumar26@gmail.com,69,,,,,,,27,120,120,87,4.1
1015,Sakshi Bansal,23G31B7252,sakshi.bansal330@gmail.com,CSE(AI),1,1-1,1,Dr. Rajesh Kumar,dr..rajesh.kumar36@gmail.com,,,,,,,,13,114,60,43,6.5
1016,Maya Rao,23G31B8230,maya.rao742@gmail.com,CSE,1,1-2,2,Dr. Harish Rao,dr..harish.rao44@gmail.com,98,,,,,,,23,103,58,58,3.1
1017,Rahul Bhatnagar,23G31A8476,rahul.bhatnagar642@gmail.com,CDS,1,1-1,1,Dr. Rohan Kapoor,dr..rohan.kapoor23@gmail.com,,,,,,,,28,112,106,52,9.5
1018,Karthik Das,23G31A7753,karthik.das222@gmail.com,ECE,1,1-1,1,Prof. Ritika Malhotra,prof..ritika.malhotra91@gmail.com,,,,,,,,23,92,67,79,6.8
1019,Suresh Singh,23G31A4858,suresh.singh707@gmail.com,EEE,1,1-2,2,Prof. Ritika Malhotra,prof..ritika.malhotra77@gmail.com,61,,,,,,,11,101,91,50,5.9
1020,Arjun Menon,23G31B9454,arjun.menon644@gmail.com,MECH,1,1-2,2,Prof. Shreya Nair,prof..shreya.nair53@gmail.com,58,,,,,,,15,86,79,64,7.6
1021,Celina Dutta,23G31B5661,celina.dutta954@gmail.com,CIVIL,1,1-2,2,Prof. Meera Desai,prof..meera.desai32@gmail.com,68,,,,,,,14,119,91,64,6.6
1022,Simran Bansal,23G31B3353,simran.bansal606@gmail.com,CSE(AI),1,1-1,1,Prof. Meera Desai,prof..meera.desai45@gmail.com,,,,,,,,18,85,57,88,2.4
1023,Aditya Das,23G31A5653,aditya.das119@gmail.com,CSE,1,1-1,1,Prof. Priya Sharma,prof..priya.sharma20@gmail.com,,,,,,,,23,95,93,51,9.4
1024,Esha Kapoor,23G31B6851,esha.kapoor606@gmail.com,CDS,1,1-1,1,Prof. Priya Sharma,prof..priya.sharma48@gmail.com,,,,,,,,23,109,109,93,2.0
1025,Pari Gupta,23G31B6575,pari.gupta458@gmail.com,ECE,1,1-2,2,Prof. Isha Mishra,prof..isha.mishra34@gmail.com,59,,,,,,,19,94,41,40,2.3
1026,Aryan Saxena,23G31B8750,aryan.saxena789@gmail.com,EEE,1,1-1,1,Prof. Isha Mishra,prof..isha.mishra45@gmail.com,,,,,,,,12,115,85,61,6.9
1027,Ashok Iyer,23G31A4069,ashok.iyer541@gmail.com,MECH,1,1-2,2,Prof. Anjali Menon,prof..anjali.menon82@gmail.com,85,,,,,,,14,99,73,90,9.2
1028,Meera Kumar,23G31B9455,meera.kumar118@gmail.com,CIVIL,1,1-2,2,Prof. Shreya Nair,prof..shreya.nair96@gmail.com,76,,,,,,,16,101,93,89,1.8
1029,Pooja Pillai,23G31A8496,pooja.pillai332@gmail.com,CSE(AI),1,1-1,1,Prof. Divya Srivastava,prof..divya.srivastava79@gmail.com,,,,,,,,17,117,104,76,2.5
1030,Rajesh Das,23G31A4783,rajesh.das881@gmail.com,CSE,1,1-2,2,Prof. Divya Srivastava,prof..divya.srivastava87@gmail.com,84,,,,,,,22,99,77,67,3.1
1031,Meera Verma,23G31B1072,meera.verma555@gmail.com,CDS,1,1-1,1,Prof. Ritika Malhotra,prof..ritika.malhotra91@gmail.com,,,,,,,,25,95,77,91,5.7
1032,Nisha Mishra,23G31A6648,nisha.mishra541@gmail.com,ECE,1,1-1,1,Dr. Nitin Verma,dr..nitin.verma39@gmail.com,,,,,,,,23,94,77,41,9.0
1033,Ajay Chatterjee,23G31A5105,ajay.chatterjee744@gmail.com,EEE,1,1-2,2,Dr. Sanjay Joshi,dr..sanjay.joshi55@gmail.com,84,,,,,,,19,115,89,57,9.4
1034,Neha Desai,23G31B4675,neha.desai219@gmail.com,MECH,1,1-2,2,Dr. Harish Rao,dr..harish.rao50@gmail.com,44,,,,,,,24,98,57,85,5.1
1035,Mahesh Patel,23G31B9888,mahesh.patel701@gmail.com,CIVIL,1,1-2,2,Prof. Anjali Menon,prof..anjali.menon10@gmail.com,74,,,,,,,12,89,47,62,2.2
1036,Amit Verma,23G31A3858,amit.verma720@gmail.com,CSE(AI),1,1-1,1,Dr. Sanjay Joshi,dr..sanjay.joshi20@gmail.com,,,,,,,,30,109,109,63,5.2
1037,Harsha Bhat,23G31A6534,harsha.bhat291@gmail.com,CSE,1,1-1,1,Dr. Harish Rao,dr..harish.rao91@gmail.com,,,,,,,,15,115,90,40,5.5
1038,Zara Saxena,23G31A9541,zara.saxena634@gmail.com,CDS,1,1-2,2,Prof. Divya Srivastava,prof..divya.srivastava39@gmail.com,89,,,,,,,10,120,79,68,8.6
1039,Mahesh Kumar,23G31A5645,mahesh.kumar300@gmail.com,ECE,1,1-2,2,Dr. Nitin Verma,dr..nitin.verma53@gmail.com,75,,,,,,,29,104,68,93,7.6
1040,Simran Das,23G31A4511,simran.das448@gmail.com,EEE,1,1-1,1,Prof. Priya Sharma,prof..priya.sharma87@gmail.com,,,,,,,,17,117,100,49,5.8
1041,Amit Chopra,23G31B7746,amit.chopra785@gmail.com,MECH,1,1-1,1,Dr. Anil Singh,dr..anil.singh27@gmail.com,,,,,,,,21,100,70,74,8.0
1042,Diya Pillai,23G31A3931,diya.pillai574@gmail.com,CIVIL,1,1-1,1,Prof. Anjali Menon,prof..anjali.menon78@gmail.com,,,,,,,,16,115,107,80,5.8
1043,Harsha Pillai,23G31A5481,harsha.pillai790@gmail.com,CSE(AI),1,1-1,1,Prof. Ritika Malhotra,prof..ritika.malhotra78@gmail.com,,,,,,,,25,111,108,86,9.0
1044,Harish Kapoor,23G31B5002,harish.kapoor363@gmail.com,CSE,1,1-1,1,Dr. Harish Rao,dr..harish.rao42@gmail.com,,,,,,,,13,105,56,42,4.7
1045,Meera Sinha,23G31A2030,meera.sinha163@gmail.com,CDS,1,1-1,1,Prof. Anjali Menon,prof..anjali.menon12@gmail.com,,,,,,,,17,109,93,77,6.1
1046,Pooja Kumar,23G31B5808,pooja.kumar125@gmail.com,ECE,1,1-2,2,Prof. Anjali Menon,prof..anjali.menon45@gmail.com,59,,,,,,,26,108,88,49,3.1
1047,Ramesh Kapoor,23G31B2246,ramesh.kapoor590@gmail.com,EEE,1,1-2,2,Dr. Anil Singh,dr..anil.singh15@gmail.com,74,,,,,,,11,104,75,76,3.0
1048,Arjun Chatterjee,23G31A8402,arjun.chatterjee443@gmail.com,MECH,1,1-2,2,Prof. Anjali Menon,prof..anjali.menon37@gmail.com,80,,,,,,,23,113,86,80,9.4
1049,Nikhil Gupta,23G31A7746,nikhil.gupta185@gmail.com,CIVIL,1,1-1,1,Dr. Anil Singh,dr..anil.singh54@gmail.com,,,,,,,,28,102,49,57,8.3
1050,Kriti Reddy,23G31A9455,kriti.reddy155@gmail.com,CSE(AI),1,1-2,2,Prof. Priya Sharma,prof..priya.sharma42@gmail.com,58,,,,,,,16,90,76,73,8.4
1051,Rohan Nair,23G31A4943,rohan.nair185@gmail.com,CSE,1,1-2,2,Dr. Suresh Iyer,dr..suresh.iyer40@gmail.com,58,,,,,,,22,87,64,90,1.4
1052,Harish Bhatnagar,23G31A5919,harish.bhatnagar624@gmail.com,CDS,1,1-1,1,Prof. Isha Mishra,prof..isha.mishra62@gmail.com,,,,,,,,26,87,62,52,7.2
1053,Ria Reddy,23G31B6056,ria.reddy387@gmail.com,ECE,1,1-1,1,Dr. Rajesh Kumar,dr..rajesh.kumar61@gmail.com,,,,,,,,21,95,93,46,7.9
1054,Aarav Desai,23G31B1264,aarav.desai529@gmail.com,EEE,1,1-1,1,Prof. Isha Mishra,prof..isha.mishra75@gmail.com,,,,,,,,23,116,107,48,1.1
1055,Aryan Pillai,23G31A3308,aryan.pillai311@gmail.com,MECH,1,1-1,1,Dr. Suresh Iyer,dr..suresh.iyer79@gmail.com,,,,,,,,24,83,77,52,1.8
1056,Ramesh Nair,23G31A2096,ramesh.nair903@gmail.com,CIVIL,1,1-2,2,Prof. Anjali Menon,prof..anjali.menon72@gmail.com,46,,,,,,,27,98,54,91,4.9
1057,Kumar Sinha,23G31A9313,kumar.sinha181@gmail.com,CSE(AI),1,1-1,1,Dr. Suresh Iyer,dr..suresh.iyer61@gmail.com,,,,,,,,21,83,58,73,3.7
1058,Esha Sharma,23G31A8295,esha.sharma327@gmail.com,CSE,1,1-2,2,Dr. Nitin Verma,dr..nitin.verma32@gmail.com,94,,,,,,,15,111,80,78,6.5
1059,Sakshi Menon,23G31A5488,sakshi.menon778@gmail.com,CDS,1,1-1,1,Prof. Isha Mishra,prof..isha.mishra88@gmail.com,,,,,,,,18,96,88,64,9.3
1060,Kriti Sharma,23G31A4913,kriti.sharma319@gmail.com,ECE,1,1-2,2,Prof. Divya Srivastava,prof..divya.srivastava34@gmail.com,94,,,,,,,23,117,102,93,2.9
1061,Arjun Pillai,23G31A7105,arjun.pillai459@gmail.com,EEE,1,1-1,1,Dr. Suresh Iyer,dr..suresh.iyer67@gmail.com,,,,,,,,26,84,63,67,5.6
1062,Ananya Sinha,23G31A2093,ananya.sinha390@gmail.com,MECH,1,1-2,2,Prof. Isha Mishra,prof..isha.mishra51@gmail.com,46,,,,,,,27,98,72,47,1.6
1063,Rahul Sinha,23G31A3831,rahul.sinha446@gmail.com,CIVIL,1,1-1,1,Prof. Meera Desai,prof..meera.desai89@gmail.com,,,,,,,,15,120,103,89,5.1
1064,Kumar Srivastava,23G31A9581,kumar.srivastava968@gmail.com,CSE(AI),1,1-1,1,Prof. Kavya Pillai,prof..kavya.pillai86@gmail.com,,,,,,,,15,80,66,84,3.7
1065,Mohan Dasgupta,23G31B5520,mohan.dasgupta849@gmail.com,CSE,1,1-2,2,Prof. Priya Sharma,prof..priya.sharma71@gmail.com,92,,,,,,,10,113,93,50,7.7
1066,Pari Sharma,23G31A1257,pari.sharma620@gmail.com,CDS,1,1-1,1,Dr. Harish Rao,dr..harish.rao77@gmail.com,,,,,,,,20,115,50,40,2.5
1067,Harish Chatterjee,23G31A5732,harish.chatterjee809@gmail.com,ECE,1,1-1,1,Dr. Anil Singh,dr..anil.singh71@gmail.com,,,,,,,,29,116,80,54,7.0
1068,Ria Verma,23G31B6718,ria.verma273@gmail.com,EEE,1,1-2,2,Prof. Shreya Nair,prof..shreya.nair70@gmail.com,58,,,,,,,12,90,42,87,1.6
1069,Aditya Malhotra,23G31A8759,aditya.malhotra716@gmail.com,MECH,1,1-1,1,Prof. Priya Sharma,prof..priya.sharma52@gmail.com,,,,,,,,26,85,62,63,5.5
1070,Pari Chopra,23G31A2105,pari.chopra412@gmail.com,CIVIL,1,1-2,2,Prof. Meera Desai,prof..meera.desai73@gmail.com,62,,,,,,,22,117,77,44,5.8
1071,Kavya Desai,23G31A5375,kavya.desai824@gmail.com,CSE(AI),1,1-2,2,Prof. Anjali Menon,prof..anjali.menon26@gmail.com,83,,,,,,,25,108,103,65,8.4
1072,Ananya Rao,23G31B4966,ananya.rao578@gmail.com,CSE,1,1-2,2,Dr. Suresh Iyer,dr..suresh.iyer90@gmail.com,81,,,,,,,18,83,43,58,8.1
1073,Ravi Bajaj,23G31B4275,ravi.bajaj748@gmail.com,CDS,1,1-2,2,Prof. Meera Desai,prof..meera.desai83@gmail.com,66,,,,,,,29,109,103,69,8.3
1074,Harish Srivastava,23G31A3509,harish.srivastava534@gmail.com,ECE,1,1-2,2,Prof. Anjali Menon,prof..anjali.menon46@gmail.com,71,,,,,,,10,97,64,80,9.5
1075,Neha Nair,23G31B6907,neha.nair430@gmail.com,EEE,1,1-2,2,Prof. Divya Srivastava,prof..divya.srivastava13@gmail.com,75,,,,,,,28,92,60,42,5.4
1076,Vishal Saxena,23G31A1401,vishal.saxena655@gmail.com,MECH,1,1-2,2,Prof. Anjali Menon,prof..anjali.menon39@gmail.com,78,,,,,,,14,91,75,62,3.7
1077,Diya Das,23G31A2297,diya.das587@gmail.com,CIVIL,1,1-2,2,Prof. Ritika Malhotra,prof..ritika.malhotra58@gmail.com,63,,,,,,,23,107,63,50,9.8
1078,Aryan Chopra,23G31A3961,aryan.chopra499@gmail.com,CSE(AI),1,1-2,2,Dr. Rajesh Kumar,dr..rajesh.kumar85@gmail.com,46,,,,,,,23,112,99,54,8.0
1079,Shreya Reddy,23G31A7517,shreya.reddy707@gmail.com,CSE,1,1-2,2,Dr. Vikram Reddy,dr..vikram.reddy37@gmail.com,100,,,,,,,20,98,80,95,7.7
1080,Bhavna Das,23G31A6401,bhavna.das585@gmail.com,CDS,1,1-1,1,Prof. Divya Srivastava,prof..divya.srivastava82@gmail.com,,,,,,,,28,87,82,80,4.8
1081,Kumar Saxena,23G31A3032,kumar.saxena372@gmail.com,ECE,1,1-1,1,Prof. Shreya Nair,prof..shreya.nair65@gmail.com,,,,,,,,11,105,95,56,6.4
1082,Neha Kapoor,23G31A6796,neha.kapoor548@gmail.com,EEE,1,1-1,1,Dr. Vikram Reddy,dr..vikram.reddy37@gmail.com,,,,,,,,10,103,69,89,4.5
