S.NO,NAME,RNO,EMAIL,DEPT,YEAR,CURR_SEM,MENTOR,MENTOR_EMAIL,SEM1,SEM2,SEM3,SEM4,SEM5,SEM6,SEM7,SEM8,INTERNAL_MARKS,TOTAL_DAYS_CURR,ATTENDED_DAYS_CURR,PREV_ATTENDANCE_PERC,BEHAVIOR_SCORE_10
1439,Divya Singh,25G31B8465,divya.singh677@gmail.com,EEE,3,5,Prof. Ritika Malhotra,prof..ritika.malhotra22@gmail.com,68.0,82.0,82.0,84.0,,0.0,0.0,0.0,28,109,102.0,77,6.7
1440,Divya Bhat,25G31A4003,divya.bhat271@gmail.com,MECH,3,5,Dr. Rajesh Kumar,dr..rajesh.kumar81@gmail.com,78.0,65.0,62.0,75.0,,0.0,0.0,0.0,15,86,56.0,52,7.4
1441,Deepak Malhotra,25G31B8559,deepak.malhotra228@gmail.com,CIVIL,3,5,Prof. Priya Sharma,prof..priya.sharma31@gmail.com,81.0,48.0,77.0,83.0,,0.0,0.0,0.0,28,111,92.0,46,3.9
1442,Diya Das,25G31A3068,diya.das981@gmail.com,CSE(AI),3,6,Prof. Divya Srivastava,prof..divya.srivastava50@gmail.com,66.0,83.0,80.0,89.0,61.0,0.0,0.0,0.0,14,95,64.0,74,5.2
1443,Kavya Reddy,25G31B2394,kavya.reddy691@gmail.com,CSE,3,6,Dr. Anil Singh,dr..anil.singh29@gmail.com,84.0,83.0,60.0,62.0,76.0,0.0,0.0,0.0,11,105,97.0,56,5.4
1444,Neha Kumar,25G31B7935,neha.kumar459@gmail.com,CDS,3,5,Prof. Anjali Menon,prof..anjali.menon43@gmail.com,65.0,57.0,81.0,67.0,,0.0,0.0,0.0,28,114,110.0,61,4.9
1445,Pooja Singh,25G31B5970,pooja.singh944@gmail.com,ECE,3,6,Prof. Divya Srivastava,prof..divya.srivastava80@gmail.com,86.0,98.0,72.0,65.0,83.0,0.0,0.0,0.0,13,110,93.0,44,9.0
1446,Rahul Singh,25G31A6925,rahul.singh691@gmail.com,EEE,3,6,Dr. Rohan Kapoor,dr..rohan.kapoor56@gmail.com,83.0,83.0,63.0,59.0,41.0,0.0,0.0,0.0,10,84,78.0,40,6.0
1447,Avni Desai,25G31A7918,avni.desai597@gmail.com,MECH,3,5,Prof. Ritika Malhotra,prof..ritika.malhotra82@gmail.com,84.0,77.0,69.0,75.0,,0.0,0.0,0.0,14,119,89.0,72,1.5
1448,Nikhil Bansal,25G31A2319,nikhil.bansal497@gmail.com,CIVIL,3,5,Prof. Isha Mishra,prof..isha.mishra40@gmail.com,84.0,49.0,77.0,85.0,,0.0,0.0,0.0,17,102,68.0,72,6.1
1449,Sakshi Gupta,25G31A9754,sakshi.gupta797@gmail.com,CSE(AI),3,6,Prof. Anjali Menon,prof..anjali.menon96@gmail.com,41.0,83.0,66.0,63.0,72.0,0.0,0.0,0.0,20,110,82.0,63,7.9
1450,Ajay Iyer,25G31B8822,ajay.iyer258@gmail.com,CSE,3,6,Prof. Ritika Malhotra,prof..ritika.malhotra12@gmail.com,67.0,75.0,43.0,84.0,83.0,0.0,0.0,0.0,22,92,63.0,79,7.2
1451,Karthik Malhotra,26G31B6270,karthik.malhotra319@gmail.com,CDS,4,8,Prof. Isha Mishra,prof..isha.mishra88@gmail.com,60.0,70.0,73.0,84.0,82.0,73.8,70.0,,28,104,95.0,95,9.9
1452,Kumar Saxena,26G31A4673,kumar.saxena699@gmail.com,ECE,4,7,Dr. Vikram Reddy,dr..vikram.reddy62@gmail.com,76.0,62.0,88.0,84.0,64.0,74.8,,0.0,24,105,43.0,45,5.0
1453,Priya Agarwal,26G31A6808,priya.agarwal801@gmail.com,EEE,4,8,Dr. Rajesh Kumar,dr..rajesh.kumar42@gmail.com,83.0,82.0,62.0,84.0,72.0,76.6,60.0,,11,117,106.0,72,1.9
1454,Nitin Reddy,26G31A4577,nitin.reddy306@gmail.com,MECH,4,7,Prof. Kavya Pillai,prof..kavya.pillai87@gmail.com,72.0,93.0,67.0,53.0,86.0,74.2,,0.0,30,88,80.0,69,5.3
1455,Sanjay Joshi,26G31A5246,sanjay.joshi920@gmail.com,CIVIL,4,8,Dr. Sanjay Joshi,dr..sanjay.joshi45@gmail.com,90.0,40.0,80.0,58.0,66.0,66.8,84.0,,18,96,66.0,75,8.6
1456,Diya Bajaj,26G31B3744,diya.bajaj321@gmail.com,CSE(AI),4,7,Prof. Anjali Menon,prof..anjali.menon60@gmail.com,93.0,96.0,75.0,74.0,98.0,81.8,,0.0,24,110,77.0,43,2.9
1457,Bhavna Bansal,26G31B2633,bhavna.bansal539@gmail.com,CSE,4,7,Prof. Divya Srivastava,prof..divya.srivastava52@gmail.com,47.0,82.0,81.0,77.0,63.0,70.0,,0.0,16,111,94.0,95,3.2
1458,Pooja Nair,26G31B4059,pooja.nair168@gmail.com,CDS,4,8,Dr. Sanjay Joshi,dr..sanjay.joshi49@gmail.com,91.0,78.0,70.0,74.0,68.0,76.2,79.0,,26,115,98.0,86,3.6
1459,Vikram Malhotra,26G31B2301,vikram.malhotra464@gmail.com,ECE,4,7,Prof. Priya Sharma,prof..priya.sharma94@gmail.com,82.0,65.0,56.0,53.0,64.0,64.0,,0.0,21,88,87.0,79,5.4
1460,Amit Nair,26G31A7687,amit.nair250@gmail.com,EEE,4,7,Dr. Suresh Iyer,dr..suresh.iyer63@gmail.com,90.0,66.0,44.0,66.0,72.0,67.6,,0.0,10,101,43.0,92,5.6
1461,Ananya Iyer,26G31A2014,ananya.iyer391@gmail.com,MECH,4,8,Dr. Rohan Kapoor,dr..rohan.kapoor57@gmail.com,74.0,93.0,73.0,86.0,92.0,81.8,60.0,,14,115,59.0,66,3.8
1462,Priya Verma,26G31B2688,priya.verma914@gmail.com,CIVIL,4,7,Prof. Anjali Menon,prof..anjali.menon91@gmail.com,67.0,96.0,54.0,97.0,64.0,75.6,,0.0,30,90,49.0,47,4.7
1463,Ramesh Das,26G31A2348,ramesh.das843@gmail.com,CSE(AI),4,8,Prof. Kavya Pillai,prof..kavya.pillai37@gmail.com,96.0,85.0,77.0,62.0,63.0,76.6,67.0,,10,92,39.0,75,9.3
1464,Pooja Agarwal,26G31B1916,pooja.agarwal520@gmail.com,CSE,4,8,Prof. Priya Sharma,prof..priya.sharma97@gmail.com,72.0,71.0,62.0,78.0,44.0,65.4,66.0,,27,105,95.0,64,8.6
1465,Sandeep Nair,26G31B4062,sandeep.nair220@gmail.com,CDS,4,7,Dr. Sanjay Joshi,dr..sanjay.joshi83@gmail.com,68.0,58.0,59.0,57.0,93.0,67.0,,0.0,18,96,83.0,85,8.3
1466,Sandeep Dasgupta,26G31B5050,sandeep.dasgupta429@gmail.com,ECE,4,7,Prof. Shreya Nair,prof..shreya.nair34@gmail.com,70.0,85.0,63.0,62.0,54.0,66.8,,0.0,12,99,87.0,69,2.5
1467,Maya Kumar,26G31A4494,maya.kumar516@gmail.com,EEE,4,8,Dr. Rohan Kapoor,dr..rohan.kapoor10@gmail.com,68.0,64.0,75.0,94.0,72.0,74.6,42.0,,15,83,64.0,76,2.0
1468,Anjali Menon,26G31A2400,anjali.menon476@gmail.com,MECH,4,8,Dr. Vikram Reddy,dr..vikram.reddy31@gmail.com,70.0,57.0,71.0,57.0,53.0,61.6,59.0,,18,103,96.0,44,6.4
1469,Ananya Verma,26G31A4220,ananya.verma888@gmail.com,CIVIL,4,7,Dr. Sanjay Joshi,dr..sanjay.joshi27@gmail.com,61.0,63.0,84.0,82.0,74.0,72.8,,0.0,13,105,94.0,73,2.1
1470,Bhavna Dutta,26G31B6934,bhavna.dutta168@gmail.com,CSE(AI),4,8,Prof. Anjali Menon,prof..anjali.menon96@gmail.com,58.0,94.0,57.0,60.0,57.0,65.2,68.0,,19,99,65.0,45,1.6
1471,Karthik Malhotra,26G31B9639,karthik.malhotra734@gmail.com,CSE,4,8,Dr. Vikram Reddy,dr..vikram.reddy26@gmail.com,85.0,85.0,80.0,80.0,50.0,76.0,73.0,,21,115,90.0,84,3.3
1472,Nikhil Rao,26G31A1314,nikhil.rao356@gmail.com,CDS,4,8,Dr. Sanjay Joshi,dr..sanjay.joshi51@gmail.com,81.0,65.0,61.0,72.0,55.0,66.8,72.0,,19,115,85.0,94,7.6
1473,Swati Pillai,26G31B6339,swati.pillai741@gmail.com,ECE,4,7,Prof. Shreya Nair,prof..shreya.nair29@gmail.com,69.0,59.0,57.0,49.0,63.0,59.4,,0.0,22,110,102.0,44,5.2
1474,Karthik Pillai,26G31A9934,karthik.pillai909@gmail.com,EEE,4,7,Dr. Anil Singh,dr..anil.singh56@gmail.com,83.0,47.0,63.0,81.0,84.0,71.6,,0.0,21,98,40.0,55,4.4
1475,Arjun Sharma,26G31B2009,arjun.sharma348@gmail.com,MECH,4,8,Dr. Harish Rao,dr..harish.rao61@gmail.com,50.0,78.0,97.0,83.0,98.0,81.2,90.0,,21,113,108.0,73,8.5
1476,Ananya Sharma,26G31B5351,ananya.sharma974@gmail.com,CIVIL,4,7,Prof. Priya Sharma,prof..priya.sharma27@gmail.com,72.0,85.0,86.0,78.0,68.0,77.8,,0.0,13,80,68.0,45,5.7
1477,Ajay Bhatnagar,26G31A6029,ajay.bhatnagar348@gmail.com,CSE(AI),4,7,Prof. Divya Srivastava,prof..divya.srivastava43@gmail.com,85.0,98.0,77.0,82.0,49.0,78.2,,0.0,22,80,79.0,57,5.7
1478,Shreya Desai,26G31B2841,shreya.desai145@gmail.com,CSE,4,7,Dr. Sanjay Joshi,dr..sanjay.joshi88@gmail.com,62.0,83.0,71.0,62.0,72.0,70.0,,0.0,11,120,82.0,68,3.2
1479,Isha Bansal,26G31A5724,isha.bansal938@gmail.com,CDS,4,8,Prof. Divya Srivastava,prof..divya.srivastava16@gmail.com,98.0,60.0,75.0,66.0,72.0,74.2,84.0,,11,81,36.0,62,8.8
1480,Nisha Gupta,26G31B3600,nisha.gupta355@gmail.com,ECE,4,8,Prof. Anjali Menon,prof..anjali.menon91@gmail.com,95.0,71.0,57.0,99.0,58.0,76.2,75.0,,11,115,68.0,58,1.8
1481,Vivek Kumar,26G31A3213,vivek.kumar774@gmail.com,EEE,4,8,Dr. Nitin Verma,dr..nitin.verma12@gmail.com,66.0,73.0,43.0,99.0,67.0,69.8,63.0,,28,120,67.0,41,7.6
1482,Meera Chopra,26G31A1221,meera.chopra464@gmail.com,MECH,4,8,Dr. Vikram Reddy,dr..vikram.reddy97@gmail.com,85.0,96.0,66.0,52.0,72.0,74.2,92.0,,23,103,78.0,94,9.3
1483,Siddharth Nair,26G31B8584,siddharth.nair784@gmail.com,CIVIL,4,8,Prof. Kavya Pillai,prof..kavya.pillai25@gmail.com,80.0,67.0,40.0,82.0,62.0,66.2,40.0,,10,111,94.0,72,8.4
1484,Celina Chopra,26G31B7407,celina.chopra795@gmail.com,CSE(AI),4,7,Prof. Ritika Malhotra,prof..ritika.malhotra93@gmail.com,86.0,91.0,60.0,76.0,69.0,76.4,,0.0,11,105,46.0,81,4.1
1485,Ananya Joshi,26G31A2715,ananya.joshi621@gmail.com,CSE,4,8,Prof. Shreya Nair,prof..shreya.nair92@gmail.com,51.0,63.0,74.0,61.0,55.0,60.8,62.0,,30,107,88.0,40,3.4
1486,Ashok Bhatnagar,26G31A7924,ashok.bhatnagar721@gmail.com,CDS,4,7,Dr. Vikram Reddy,dr..vikram.reddy77@gmail.com,99.0,66.0,97.0,44.0,60.0,73.4,,0.0,22,106,104.0,95,4.8
1487,Sanjay Bansal,26G31A6740,sanjay.bansal300@gmail.com,ECE,4,8,Prof. Anjali Menon,prof..anjali.menon40@gmail.com,58.0,71.0,45.0,72.0,79.0,65.0,62.0,,14,96,86.0,80,8.4
1488,Aisha Mishra,26G31B2511,aisha.mishra847@gmail.com,EEE,4,7,Dr. Vikram Reddy,dr..vikram.reddy23@gmail.com,50.0,76.0,65.0,99.0,85.0,75.0,,0.0,22,92,82.0,50,2.6
1489,Ashok Singh,26G31B5897,ashok.singh241@gmail.com,MECH,4,7,Dr. Anil Singh,dr..anil.singh16@gmail.com,70.0,64.0,55.0,94.0,42.0,65.0,,0.0,27,84,59.0,54,2.5
1490,Varun Das,26G31B1609,varun.das264@gmail.com,CIVIL,4,7,Prof. Isha Mishra,prof..isha.mishra66@gmail.com,60.0,96.0,72.0,60.0,72.0,72.0,,0.0,19,92,81.0,95,2.8
1491,Avni Mishra,26G31A9541,avni.mishra364@gmail.com,CSE(AI),4,8,Dr. Anil Singh,dr..anil.singh25@gmail.com,79.0,97.0,75.0,83.0,80.0,81.8,62.0,,28,97,52.0,81,7.6
1492,Ritika Gupta,26G31B8210,ritika.gupta824@gmail.com,CSE,4,8,Prof. Divya Srivastava,prof..divya.srivastava71@gmail.com,98.0,97.0,80.0,64.0,81.0,81.8,44.0,,12,95,46.0,53,3.3
1493,Esha Saxena,26G31B9715,esha.saxena785@gmail.com,CDS,4,7,Prof. Meera Desai,prof..meera.desai15@gmail.com,54.0,51.0,46.0,95.0,75.0,64.2,,0.0,13,93,93.0,69,6.0
1494,Ria Menon,26G31B4752,ria.menon119@gmail.com,ECE,4,7,Dr. Rohan Kapoor,dr..rohan.kapoor36@gmail.com,85.0,94.0,45.0,57.0,98.0,75.8,,0.0,16,98,87.0,50,8.3
1495,Ria Das,26G31B7628,ria.das335@gmail.com,EEE,4,8,Prof. Ritika Malhotra,prof..ritika.malhotra53@gmail.com,56.0,48.0,60.0,47.0,71.0,56.4,59.0,,27,102,56.0,56,2.9
1496,Siddharth Bhatnagar,26G31B3966,siddharth.bhatnagar676@gmail.com,MECH,4,7,Dr. Suresh Iyer,dr..suresh.iyer74@gmail.com,81.0,55.0,82.0,56.0,66.0,68.0,,0.0,23,104,100.0,60,1.7
1497,Ashok Chopra,26G31A3700,ashok.chopra637@gmail.com,CIVIL,4,8,Dr. Vikram Reddy,dr..vikram.reddy75@gmail.com,49.0,72.0,82.0,93.0,67.0,72.6,70.0,,15,84,62.0,72,3.0
1498,Vishal Desai,26G31A2287,vishal.desai135@gmail.com,CSE(AI),4,8,Dr. Rajesh Kumar,dr..rajesh.kumar16@gmail.com,78.0,42.0,96.0,77.0,71.0,72.8,81.0,,16,88,63.0,92,5.0
1499,Neha Kumar,26G31A3058,neha.kumar199@gmail.com,CSE,4,8,Dr. Rohan Kapoor,dr..rohan.kapoor10@gmail.com,85.0,74.0,79.0,82.0,65.0,77.0,77.0,,14,81,81.0,41,6.2
1500,Avni Chatterjee,26G31A5801,avni.chatterjee536@gmail.com,CDS,4,8,Prof. Anjali Menon,prof..anjali.menon34@gmail.com,93.0,75.0,64.0,94.0,56.0,76.4,74.0,,26,95,94.0,58,7.3
1501,Kumar Patel,26G31A7020,kumar.patel227@gmail.com,ECE,4,8,Prof. Kavya Pillai,prof..kavya.pillai85@gmail.com,90.0,48.0,60.0,80.0,55.0,66.6,92.0,,11,84,83.0,84,5.9
1502,Kavya Verma,26G31A5516,kavya.verma216@gmail.com,EEE,4,7,Dr. Sanjay Joshi,dr..sanjay.joshi41@gmail.com,81.0,59.0,71.0,49.0,74.0,66.8,,0.0,23,89,71.0,49,6.5
1503,Harish Das,26G31B3754,harish.das258@gmail.com,MECH,4,8,Prof. Isha Mishra,prof..isha.mishra96@gmail.com,79.0,76.0,74.0,68.0,78.0,75.0,82.0,,29,105,94.0,84,7.3
1504,Divya Bhat,26G31A3724,divya.bhat663@gmail.com,CIVIL,4,8,Prof. Divya Srivastava,prof..divya.srivastava96@gmail.com,63.0,56.0,99.0,85.0,86.0,78.0,85.0,,19,101,66.0,55,9.3
1505,Tanvi Kumar,26G31A5169,tanvi.kumar618@gmail.com,CSE(AI),4,7,Dr. Rohan Kapoor,dr..rohan.kapoor51@gmail.com,64.0,73.0,68.0,79.0,85.0,73.8,,0.0,14,83,83.0,94,1.1
1506,Meera Saxena,26G31B2805,meera.saxena170@gmail.com,CSE,4,7,Prof. Anjali Menon,prof..anjali.menon14@gmail.com,79.0,76.0,85.0,99.0,61.0,80.2,,0.0,20,90,44.0,71,5.5
1507,Bhavna Joshi,26G31A1765,bhavna.joshi520@gmail.com,CDS,4,8,Dr. Harish Rao,dr..harish.rao77@gmail.com,82.0,60.0,77.0,62.0,68.0,69.8,71.0,,20,97,73.0,62,6.1
1508,Rajesh Saxena,26G31B1015,rajesh.saxena354@gmail.com,ECE,4,7,Dr. Rohan Kapoor,dr..rohan.kapoor56@gmail.com,84.0,86.0,57.0,54.0,58.0,67.8,,0.0,15,120,66.0,61,2.9
1509,Swati Bhatnagar,26G31A1266,swati.bhatnagar137@gmail.com,EEE,4,7,Prof. Meera Desai,prof..meera.desai77@gmail.com,85.0,78.0,41.0,65.0,81.0,70.0,,0.0,15,83,83.0,64,8.1
1510,Anjali Menon,26G31A7248,anjali.menon841@gmail.com,MECH,4,7,Dr. Rajesh Kumar,dr..rajesh.kumar70@gmail.com,46.0,63.0,53.0,68.0,60.0,58.0,,0.0,12,114,105.0,48,8.0
1511,Anjali Rao,26G31B9241,anjali.rao324@gmail.com,CIVIL,4,7,Dr. Harish Rao,dr..harish.rao16@gmail.com,54.0,79.0,44.0,75.0,46.0,59.6,,0.0,30,116,101.0,51,3.4
1512,Ashok Singh,26G31A8760,ashok.singh162@gmail.com,CSE(AI),4,8,Dr. Nitin Verma,dr..nitin.verma90@gmail.com,87.0,82.0,47.0,87.0,49.0,70.4,45.0,,10,102,76.0,76,9.8
1513,Kavya Joshi,26G31A8032,kavya.joshi320@gmail.com,CSE,4,8,Dr. Harish Rao,dr..harish.rao99@gmail.com,95.0,66.0,77.0,70.0,56.0,72.8,62.0,,17,100,43.0,44,7.8
1514,Shreya Reddy,26G31A4301,shreya.reddy740@gmail.com,CDS,4,8,Prof. Isha Mishra,prof..isha.mishra15@gmail.com,74.0,83.0,83.0,77.0,73.0,78.0,87.0,,16,96,85.0,67,3.3
1515,Vikram Malhotra,26G31B9332,vikram.malhotra813@gmail.com,ECE,4,7,Dr. Nitin Verma,dr..nitin.verma92@gmail.com,69.0,66.0,74.0,74.0,75.0,71.6,,0.0,20,119,97.0,64,1.8
1516,Suresh Verma,26G31A2239,suresh.verma616@gmail.com,EEE,4,8,Dr. Vikram Reddy,dr..vikram.reddy48@gmail.com,46.0,66.0,62.0,64.0,74.0,62.4,65.0,,10,112,96.0,65,8.2
1517,Aditya Gupta,26G31A2774,aditya.gupta479@gmail.com,MECH,4,7,Dr. Sanjay Joshi,dr..sanjay.joshi81@gmail.com,73.0,71.0,79.0,74.0,81.0,75.6,,0.0,25,97,86.0,80,9.3
1518,Ria Das,26G31A8374,ria.das773@gmail.com,CIVIL,4,8,Prof. Ritika Malhotra,prof..ritika.malhotra65@gmail.com,52.0,78.0,47.0,56.0,58.0,58.2,49.0,,27,120,62.0,69,5.9
1519,Vinod Chatterjee,26G31B3930,vinod.chatterjee844@gmail.com,CSE(AI),4,7,Dr. Harish Rao,dr..harish.rao85@gmail.com,86.0,74.0,64.0,56.0,54.0,66.8,,0.0,19,98,81.0,43,9.9
1520,Tanvi Joshi,26G31A7499,tanvi.joshi779@gmail.com,CSE,4,8,Prof. Anjali Menon,prof..anjali.menon88@gmail.com,83.0,65.0,85.0,80.0,58.0,74.2,41.0,,14,103,95.0,60,9.2
1521,Pooja Sinha,26G31A4521,pooja.sinha831@gmail.com,CDS,4,8,Prof. Divya Srivastava,prof..divya.srivastava19@gmail.com,64.0,78.0,97.0,58.0,54.0,70.2,76.0,,20,91,70.0,48,2.9
1522,Mohan Patel,26G31B9606,mohan.patel745@gmail.com,ECE,4,7,Prof. Kavya Pillai,prof..kavya.pillai33@gmail.com,76.0,75.0,57.0,77.0,85.0,74.0,,0.0,27,107,76.0,90,8.1
1523,Maya Rao,26G31A3653,maya.rao781@gmail.com,EEE,4,8,Prof. Priya Sharma,prof..priya.sharma58@gmail.com,75.0,62.0,67.0,84.0,85.0,74.6,67.0,,19,120,96.0,42,5.9
1524,Rahul Menon,26G31B7441,rahul.menon453@gmail.com,MECH,4,8,Prof. Kavya Pillai,prof..kavya.pillai30@gmail.com,56.0,82.0,62.0,82.0,82.0,72.8,89.0,,14,99,93.0,82,7.6
1525,Karthik Chatterjee,26G31B1964,karthik.chatterjee805@gmail.com,CIVIL,4,7,Prof. Divya Srivastava,prof..divya.srivastava75@gmail.com,85.0,80.0,81.0,71.0,79.0,79.2,,0.0,11,103,68.0,68,8.5
1526,Aryan Sharma,26G31B4174,aryan.sharma124@gmail.com,CSE(AI),4,8,Prof. Priya Sharma,prof..priya.sharma57@gmail.com,85.0,68.0,74.0,96.0,77.0,80.0,89.0,,21,119,66.0,65,2.9
1527,Mahesh Rao,26G31B4505,mahesh.rao337@gmail.com,CSE,4,7,Dr. Nitin Verma,dr..nitin.verma81@gmail.com,66.0,74.0,51.0,93.0,88.0,74.4,,0.0,22,110,80.0,68,2.5
1528,Ritika Gupta,26G31B3856,ritika.gupta145@gmail.com,CDS,4,8,Prof. Divya Srivastava,prof..divya.srivastava64@gmail.com,69.0,84.0,84.0,57.0,95.0,77.8,69.0,,11,114,108.0,65,1.8
1529,Divya Rao,26G31B3332,divya.rao451@gmail.com,ECE,4,8,Prof. Isha Mishra,prof..isha.mishra55@gmail.com,84.0,64.0,50.0,64.0,67.0,65.8,52.0,,21,93,89.0,94,6.7
1530,Swati Desai,26G31A7337,swati.desai338@gmail.com,EEE,4,7,Dr. Vikram Reddy,dr..vikram.reddy52@gmail.com,79.0,68.0,76.0,56.0,47.0,65.2,,0.0,21,88,88.0,79,9.4
1531,Swati Das,26G31B9360,swati.das136@gmail.com,MECH,4,8,Prof. Anjali Menon,prof..anjali.menon29@gmail.com,83.0,61.0,94.0,84.0,97.0,81.8,81.0,,25,100,55.0,87,5.2
1532,Neha Dutta,26G31B3757,neha.dutta818@gmail.com,CIVIL,4,7,Prof. Meera Desai,prof..meera.desai31@gmail.com,90.0,57.0,74.0,57.0,97.0,75.0,,0.0,10,110,99.0,43,5.8
1533,Ramesh Singh,26G31B1863,ramesh.singh110@gmail.com,CSE(AI),4,8,Prof. Kavya Pillai,prof..kavya.pillai46@gmail.com,60.0,45.0,42.0,63.0,66.0,55.2,83.0,,11,89,52.0,93,9.3
1534,Harish Rao,26G31B3447,harish.rao346@gmail.com,CSE,4,8,Prof. Kavya Pillai,prof..kavya.pillai19@gmail.com,59.0,74.0,64.0,93.0,42.0,66.4,74.0,,11,89,89.0,43,4.6
1535,Divya Chatterjee,26G31B9490,divya.chatterjee351@gmail.com,CDS,4,8,Prof. Priya Sharma,prof..priya.sharma24@gmail.com,86.0,50.0,85.0,43.0,75.0,67.8,59.0,,19,94,68.0,86,7.7
1536,Rahul Patel,26G31A8014,rahul.patel864@gmail.com,ECE,4,8,Prof. Kavya Pillai,prof..kavya.pillai97@gmail.com,71.0,92.0,61.0,50.0,95.0,73.8,92.0,,10,92,69.0,51,4.8
1537,Ritika Patel,26G31B7401,ritika.patel522@gmail.com,EEE,4,8,Dr. Nitin Verma,dr..nitin.verma30@gmail.com,65.0,42.0,42.0,76.0,43.0,53.6,43.0,,18,83,80.0,61,4.5
1538,Aisha Verma,26G31A1408,aisha.verma884@gmail.com,MECH,4,8,Dr. Anil Singh,dr..anil.singh99@gmail.com,50.0,97.0,78.0,60.0,81.0,73.2,72.0,,24,113,110.0,69,7.4
1539,Pari Joshi,26G31B3444,pari.joshi618@gmail.com,CIVIL,4,7,Prof. Anjali Menon,prof..anjali.menon44@gmail.com,47.0,75.0,68.0,91.0,66.0,69.4,,0.0,16,116,112.0,72,2.3
1540,Esha Mishra,26G31B5747,esha.mishra693@gmail.com,CSE(AI),4,7,Dr. Harish Rao,dr..harish.rao57@gmail.com,48.0,98.0,78.0,62.0,73.0,71.8,,0.0,30,83,75.0,86,9.8
1541,Pari Chatterjee,26G31B1825,pari.chatterjee609@gmail.com,CSE,4,7,Prof. Isha Mishra,prof..isha.mishra71@gmail.com,74.0,73.0,70.0,63.0,46.0,65.2,,0.0,19,80,57.0,65,1.4
1542,Ravi Sinha,26G31A4490,ravi.sinha908@gmail.com,CDS,4,8,Prof. Kavya Pillai,prof..kavya.pillai84@gmail.com,77.0,61.0,91.0,70.0,83.0,76.4,66.0,,23,84,71.0,75,7.8
1543,Pooja Reddy,26G31A8752,pooja.reddy621@gmail.com,ECE,4,8,Prof. Ritika Malhotra,prof..ritika.malhotra87@gmail.com,76.0,49.0,92.0,91.0,57.0,73.0,60.0,,18,100,82.0,91,8.3
1544,Divya Agarwal,26G31B8825,divya.agarwal885@gmail.com,EEE,4,7,Dr. Vikram Reddy,dr..vikram.reddy52@gmail.com,84.0,98.0,72.0,71.0,84.0,81.8,,0.0,22,95,91.0,52,9.8
1545,Priya Singh,26G31A2624,priya.singh375@gmail.com,MECH,4,7,Dr. Suresh Iyer,dr..suresh.iyer79@gmail.com,79.0,98.0,73.0,69.0,41.0,72.0,,0.0,30,120,116.0001,73,3.8
1546,Aisha Dutta,26G31B6785,aisha.dutta888@gmail.com,CIVIL,4,7,Dr. Anil Singh,dr..anil.singh78@gmail.com,47.0,89.0,72.0,63.0,82.0,70.6,,0.0,12,113,66.0,81,9.6
1547,Neha Patel,26G31B9069,neha.patel219@gmail.com,CSE(AI),4,8,Prof. Anjali Menon,prof..anjali.menon72@gmail.com,90.0,79.0,98.0,64.0,64.0,79.0,76.0,,25,82,78.0,51,7.3
1548,Ajay Kapoor,26G31A3695,ajay.kapoor624@gmail.com,CSE,4,8,Prof. Meera Desai,prof..meera.desai51@gmail.com,46.0,82.0,58.0,79.0,73.0,67.6,92.0,,29,93,38.0,43,2.1
1549,Vikram Sinha,26G31A3767,vikram.sinha755@gmail.com,CDS,4,8,Prof. Divya Srivastava,prof..divya.srivastava87@gmail.com,79.0,65.0,80.0,85.0,82.0,78.2,83.0,,26,105,49.0,82,5.5
1550,Ananya Kapoor,26G31A7449,ananya.kapoor912@gmail.com,ECE,4,8,Prof. Priya Sharma,prof..priya.sharma21@gmail.com,58.0,75.0,61.0,71.0,57.0,64.4,90.0,,26,97,97.0,92,9.7
1551,Pari Das,26G31B4148,pari.das830@gmail.com,EEE,4,8,Prof. Isha Mishra,prof..isha.mishra44@gmail.com,56.0,41.0,58.0,74.0,71.0,60.0,75.0,,25,80,66.0,88,7.2
1552,Arjun Malhotra,26G31A7205,arjun.malhotra868@gmail.com,MECH,4,7,Prof. Ritika Malhotra,prof..ritika.malhotra48@gmail.com,64.0,67.0,99.0,86.0,83.0,80.0,,0.0,18,101,97.0,85,1.6
1553,Rahul Pillai,26G31A5376,rahul.pillai364@gmail.com,CIVIL,4,7,Prof. Shreya Nair,prof..shreya.nair61@gmail.com,67.0,76.0,42.0,72.0,63.0,64.0,,0.0,14,120,95.0,64,6.6
1554,Maya Bajaj,26G31A8152,maya.bajaj479@gmail.com,CSE(AI),4,7,Prof. Shreya Nair,prof..shreya.nair73@gmail.com,86.0,71.0,63.0,59.0,79.0,71.6,,0.0,28,115,87.0,80,9.6
1555,Varun Gupta,26G31B9032,varun.gupta967@gmail.com,CSE,4,8,Prof. Priya Sharma,prof..priya.sharma97@gmail.com,76.0,48.0,76.0,64.0,78.0,68.4,49.0,,26,92,59.0,58,8.0
1556,Aisha Malhotra,26G31A4228,aisha.malhotra893@gmail.com,CDS,4,8,Prof. Divya Srivastava,prof..divya.srivastava97@gmail.com,71.0,70.0,81.0,57.0,94.0,74.6,83.0,,15,85,75.0,81,5.8
1557,Siddharth Pillai,26G31B6860,siddharth.pillai248@gmail.com,ECE,4,7,Dr. Anil Singh,dr..anil.singh14@gmail.com,55.0,85.0,74.0,86.0,70.0,74.0,,0.0,23,98,88.0,54,7.2
